anio_siniestro_x,mes,rango_horario,participantes_siniestro,gravedad_siniestro,temperatura_media,es_fin_de_semana,lluvia_mm,velocidad_viento,humedad_relativa
2022,9,9.0,MOTO-TAXI,LEVE,12.0,0,0.0,8.1,83.0
2020,9,12.0,MOTO-AUTO,LEVE,11.0,0,,12.1,81.0
2022,4,10.0,PEATON-UTILITARIO,LEVE,16.5,0,0.0,1.8,94.0
2023,6,14.0,MOTO-SD,LEVE,9.9,1,0.0,2.3,54.0
2022,3,17.0,PEATON-AUTO,LEVE,16.6,0,0.0,20.2,39.0
2023,8,17.0,MOTO-AUTO,LEVE,12.5,0,0.0,12.0,61.0
2024,9,12.0,SD-SD,LEVE,19.8,1,0.0,7.5,76.0
2024,6,9.0,SD-SD,LEVE,6.3,0,0.0,5.7,85.0
2019,9,8.0,BICICLETA-AUTO,LEVE,7.4,0,,9.3,66.0
2023,11,15.0,MOTO-TAXI,LEVE,27.1,0,0.0,16.2,55.0
2024,5,18.0,PEATON-MOTO,LEVE,15.8,0,0.0,13.5,73.0
2023,4,21.0,MOVIL-AUTO,LEVE,18.6,1,0.0,13.8,75.0
2020,2,23.0,MOTO-UTILITARIO,LEVE,27.6,1,,6.4,65.0
2021,2,13.0,MOTO-MOTO,LEVE,21.2,0,0.0,4.8,58.0
2019,5,11.0,AUTO-AUTO,LEVE,9.5,0,,7.7,76.0
2024,7,7.0,MIXTO-AUTO,LEVE,,0,,,
2019,9,15.0,BICICLETA-CAMION,LEVE,13.1,0,,14.4,43.0
2021,11,12.0,MOTO-AUTO,LEVE,19.1,0,0.0,12.7,70.0
2023,1,11.0,MOTO-AUTO,LEVE,23.1,0,0.0,9.5,60.0
2019,10,17.0,MOTO-UTILITARIO,LEVE,23.1,0,,12.1,35.0
2022,8,17.0,MOTO-TAXI,LEVE,15.4,0,0.0,7.6,36.0
2019,9,16.0,MOTO-SD,LEVE,15.4,0,,12.8,58.0
2022,9,14.0,MOTO-AUTO,GRAVE,16.8,0,0.0,11.5,70.0
2023,12,17.0,MOTO-SD,LEVE,28.5,1,0.0,8.0,57.0
2024,7,13.0,SD-SD,LEVE,5.4,0,0.0,3.2,58.0
2024,9,22.0,PEATON-AUTO,LEVE,17.2,1,0.0,6.4,45.0
2024,10,15.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,21.9,1,0.0,7.7,55.0
2022,11,8.0,BICICLETA-AUTO,LEVE,23.7,0,0.0,6.9,74.0
2022,1,12.0,AUTO-AUTO,LEVE,24.9,0,0.0,11.9,61.0
2019,4,14.0,PEATON-BICICLETA,MORTAL,16.0,0,,7.2,65.0
2023,12,16.0,MONOPATIN-AUTO,LEVE,25.7,0,0.0,12.4,61.0
2022,5,19.0,MOTO-AUTO,LEVE,22.6,0,0.0,6.4,59.0
2021,8,19.0,BICICLETA-AUTO,LEVE,22.4,0,0.0,16.1,63.0
2022,3,13.0,MOTO-AUTO,LEVE,14.8,0,0.7,12.6,87.0
2022,7,9.0,MOTO-AUTO,LEVE,9.4,0,0.0,9.1,97.0
2024,5,15.0,PEATON-CAMION,LEVE,14.2,0,0.0,6.8,48.0
2019,1,23.0,MOTO-AUTO,LEVE,23.0,0,,13.4,76.0
2023,7,6.0,AUTO-AUTO,LEVE,10.5,0,0.0,11.9,78.0
2024,1,22.0,MOTO-AUTO,LEVE,23.8,1,0.0,17.2,50.0
2022,12,12.0,BICICLETA-UTILITARIO,LEVE,21.0,0,0.0,3.3,48.0
2022,8,15.0,SD-SD,LEVE,16.3,0,0.0,10.0,89.0
2020,3,16.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,23.0,0,,11.1,79.0
2019,9,10.0,AUTO-AUTO,LEVE,3.0,0,,6.4,71.0
2022,12,21.0,MOTO-AUTO,LEVE,31.8,0,0.0,17.8,45.0
2020,2,13.0,MOTO-CAMION,LEVE,26.2,0,,11.8,75.0
2024,9,12.0,SD-SD,LEVE,16.4,0,0.0,9.3,57.0
2024,11,22.0,MOTO-AUTO,GRAVE,24.5,0,0.0,13.7,70.0
2024,5,14.0,PEATON-AUTO,LEVE,17.5,0,0.0,15.6,67.0
2022,6,5.0,AUTO-AUTO,LEVE,8.5,0,0.0,12.0,73.0
2021,8,12.0,PEATON-MOTO,GRAVE,,1,,,
2022,11,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,13.4,0,0.0,2.8,52.0
2019,5,12.0,MOTO-SD,MORTAL,16.1,0,,16.7,85.0
2024,4,19.0,AUTO-UTILITARIO,LEVE,22.2,0,0.4,12.8,91.0
2024,9,14.0,PEATON-AUTO,LEVE,16.5,0,0.0,18.5,75.0
2022,9,19.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,15.1,1,0.0,11.5,43.0
2023,4,17.0,MOTO-AUTO,LEVE,25.3,0,0.0,4.9,52.0
2023,4,17.0,AUTO-AUTO,LEVE,22.2,1,0.0,8.2,46.0
2024,1,15.0,SD-SD,LEVE,25.5,0,0.0,18.8,55.0
2023,3,14.0,MOTO-UTILITARIO,LEVE,24.6,0,0.0,3.8,61.0
2022,12,16.0,AUTO-AUTO,LEVE,24.3,0,0.0,13.2,41.0
2019,5,2.0,MOTO-AUTO,LEVE,10.2,0,,3.1,68.0
2022,1,9.0,PEATON-AUTO,LEVE,18.4,0,0.0,13.2,69.0
2023,10,17.0,MOTO-TRANSPORTE PUBLICO,LEVE,27.4,0,0.0,10.0,33.0
2019,6,12.0,MOTO-AUTO,LEVE,12.5,0,,12.4,56.0
2020,2,19.0,AUTO-AUTO,LEVE,28.5,1,,9.8,39.0
2022,3,15.0,MOTO-AUTO,LEVE,21.5,1,0.0,8.2,59.0
2023,2,20.0,PEATON-AUTO,GRAVE,28.6,0,0.0,18.8,29.0
2020,10,13.0,SD-SD,LEVE,18.3,0,,20.8,75.0
2023,12,13.0,MOTO-UTILITARIO,LEVE,19.6,0,0.0,15.7,48.0
2019,12,15.0,PEATON-MOTO,LEVE,31.5,0,,9.8,49.0
2024,10,17.0,TAXI-MULTIPLE,LEVE,16.2,0,0.9,10.9,92.0
2023,10,18.0,MOTO-AUTO,LEVE,17.2,0,0.0,19.1,53.0
2022,6,15.0,AUTO-AUTO,LEVE,10.5,0,0.0,14.9,50.0
2019,11,17.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,24.9,0,,12.9,62.0
2021,9,15.0,SD-SD,LEVE,16.0,0,0.0,19.3,76.0
2022,11,18.0,PEATON-AUTO,LEVE,,0,,,
2024,11,12.0,MOTO-AUTO,LEVE,20.5,0,0.0,10.8,66.0
2019,6,4.0,MOTO-AUTO,LEVE,12.9,1,,5.1,92.0
2019,11,18.0,MOTO-TAXI,LEVE,27.1,0,,15.0,27.0
2023,6,0.0,SD-SD,LEVE,8.7,0,0.0,3.9,57.0
2022,12,11.0,BICICLETA-AUTO,LEVE,25.1,0,0.0,8.4,71.0
2024,5,12.0,MOTO-AUTO,LEVE,11.1,0,0.0,10.3,93.0
2021,11,5.0,MOVIL-AUTO,LEVE,13.6,0,0.0,3.7,68.0
2021,6,18.0,MOTO-AUTO,LEVE,15.8,0,0.0,11.6,89.0
2023,3,8.0,PEATON-TAXI,LEVE,27.2,0,0.0,16.5,70.0
2023,7,22.0,MOTO-AUTO,GRAVE,14.4,1,0.1,1.2,91.0
2022,12,1.0,MIXTO-TRANSPORTE PUBLICO,LEVE,22.4,1,0.1,18.8,91.0
2024,5,21.0,MOTO-AUTO,LEVE,11.3,0,0.0,6.9,57.0
2022,4,20.0,MOTO-AUTO,LEVE,20.1,1,0.0,14.2,82.0
2019,2,18.0,PEATON-TRANSPORTE PUBLICO,LEVE,25.2,0,,12.2,52.0
2023,10,19.0,MOTO-AUTO,LEVE,21.5,1,0.0,11.6,30.0
2019,8,16.0,SD-SD,LEVE,8.1,0,,12.7,93.0
2024,9,20.0,SD-SD,LEVE,,0,,,
2023,11,14.0,SD-SD,LEVE,25.4,0,0.0,12.2,49.0
2020,5,20.0,SD-SD,LEVE,13.7,0,,23.7,91.0
2022,9,10.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,7.3,0,0.0,10.7,82.0
2020,7,22.0,BICICLETA-CAMION,LEVE,9.3,0,,4.4,45.0
2022,9,12.0,MOTO-AUTO,LEVE,8.7,1,0.0,5.7,59.0
2019,10,8.0,OTRO-AUTO,LEVE,12.1,0,,7.1,85.0
2019,7,15.0,MOTO-AUTO,LEVE,8.3,0,,19.0,56.0
2023,8,20.0,MOTO-AUTO,LEVE,10.3,0,0.0,17.1,54.0
2021,5,19.0,SD-SD,LEVE,19.2,0,0.0,16.9,48.0
2023,9,7.0,MOTO-AUTO,LEVE,14.5,0,0.0,6.6,94.0
2023,6,20.0,MOTO-AUTO,LEVE,17.4,0,0.0,10.3,79.0
2020,12,15.0,MOTO-SD,LEVE,19.8,0,,5.0,80.0
2024,7,10.0,MOTO-AUTO,LEVE,0.6,1,0.0,0.0,87.0
2019,3,18.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,22.6,0,,13.6,63.0
2023,1,16.0,MOTO-AUTO,LEVE,28.5,0,0.0,11.1,31.0
2024,11,0.0,AUTO-AUTO,LEVE,21.1,0,0.0,10.5,72.0
2020,1,12.0,MOTO-AUTO,LEVE,23.1,1,,11.4,56.0
2022,12,16.0,MOTO-AUTO,LEVE,28.9,1,0.0,9.5,44.0
2019,12,22.0,SD-SD,LEVE,27.5,1,,5.4,70.0
2020,5,12.0,PEATON-AUTO,LEVE,11.9,0,,3.3,79.0
2022,10,5.0,AUTO-AUTO,LEVE,12.7,0,0.0,8.2,74.0
2020,6,5.0,MOTO-UTILITARIO,LEVE,9.1,0,,5.5,77.0
2022,9,19.0,BICICLETA-AUTO,LEVE,16.2,0,0.0,9.0,49.0
2020,3,22.0,BICICLETA-TAXI,LEVE,23.0,0,,21.7,81.0
2023,7,19.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,12.2,0,0.0,10.6,70.0
2019,8,11.0,OTRO-AUTO,LEVE,10.3,0,,8.6,65.0
2023,10,8.0,PEATON-MOTO,LEVE,17.9,0,0.0,16.5,65.0
2024,10,1.0,MOTO-AUTO,LEVE,23.9,0,0.0,11.6,69.0
2023,12,10.0,PEATON-AUTO,LEVE,17.4,0,0.4,8.7,89.0
2019,2,13.0,MOTO-AUTO,LEVE,26.4,0,,13.0,66.0
2023,4,15.0,MOTO-UTILITARIO,LEVE,21.4,0,0.0,12.2,73.0
2020,12,20.0,PEATON-MOTO,MORTAL,26.4,0,,11.2,36.0
2019,1,1.0,BICICLETA-TAXI,LEVE,26.0,0,,6.2,79.0
2024,5,16.0,AUTO-AUTO,LEVE,15.8,0,0.0,12.5,42.0
2021,9,21.0,SD-SD,LEVE,14.5,0,0.0,10.9,95.0
2019,2,12.0,CAMION-CAMION,LEVE,19.8,0,,11.5,92.0
2023,8,17.0,SD-SD,LEVE,22.1,0,0.0,19.1,24.0
2024,1,21.0,PEATON-AUTO,LEVE,25.7,0,0.0,30.0,64.0
2023,10,10.0,SD-SD,LEVE,6.9,0,0.0,6.9,56.0
2020,10,15.0,BICICLETA-MOTO,LEVE,,0,,,
2024,4,3.0,AUTO-AUTO,LEVE,21.4,1,0.0,3.8,83.0
2024,4,21.0,SD-SD,LEVE,16.0,0,0.0,22.1,62.0
2024,10,10.0,BICICLETA-TAXI,LEVE,17.7,1,0.0,8.2,84.0
2019,6,20.0,MOTO-AUTO,LEVE,10.9,0,,13.2,41.0
2019,5,16.0,MOTO-AUTO,GRAVE,18.5,0,,5.9,43.0
2024,9,2.0,AUTO-AUTO,GRAVE,12.1,1,0.0,10.2,65.0
2021,6,15.0,AUTO-AUTO,LEVE,9.8,1,0.0,16.1,70.0
2023,12,6.0,AUTO-TRANSPORTE PUBLICO,LEVE,22.7,0,0.1,9.8,67.0
2021,3,9.0,SD-SD,LEVE,20.2,0,3.0,15.6,95.0
2024,3,17.0,PEATON-AUTO,LEVE,25.6,0,1.5,9.2,64.0
2021,4,14.0,AUTO-SD,LEVE,18.7,0,0.0,6.3,65.0
2019,8,16.0,PEATON-BICICLETA,LEVE,8.6,0,,14.4,53.0
2024,4,20.0,AUTO-AUTO,LEVE,,1,,,
2019,6,17.0,UTILITARIO-CAMION,LEVE,21.2,0,,6.3,79.0
2019,8,15.0,PEATON-AUTO,LEVE,11.3,0,,15.7,58.0
2019,12,21.0,AUTO-AUTO,LEVE,30.5,0,,15.4,35.0
2022,4,18.0,BICICLETA-AUTO,LEVE,21.8,0,0.0,12.6,39.0
2022,12,9.0,MOTO-AUTO,LEVE,15.4,0,0.0,5.7,79.0
2023,1,15.0,AUTO-AUTO,LEVE,29.0,0,0.0,15.7,49.0
2022,3,18.0,BICICLETA-TAXI,LEVE,25.8,0,0.0,16.1,57.0
2019,8,10.0,MOTO-AUTO,LEVE,7.4,0,,7.1,75.0
2021,6,8.0,PEATON-MOTO,LEVE,,0,,,
2021,9,21.0,MOTO-AUTO,LEVE,17.3,0,0.0,21.4,74.0
2021,11,0.0,MOTO-AUTO,LEVE,,0,,,
2021,4,17.0,MOTO-AUTO,LEVE,25.5,0,0.0,12.7,55.0
2023,7,16.0,SD-SD,LEVE,14.4,1,0.0,7.0,74.0
2022,6,8.0,MOTO-AUTO,LEVE,8.8,0,0.0,2.1,95.0
2021,8,10.0,SD-SD,LEVE,4.7,0,0.0,4.4,81.0
2023,11,13.0,MOTO-TRANSPORTE PUBLICO,LEVE,21.2,0,0.0,14.0,30.0
2023,6,17.0,AUTO-SD,LEVE,12.3,0,0.0,10.9,49.0
2022,6,0.0,MOTO-AUTO,LEVE,7.9,1,0.0,12.4,65.0
2019,5,16.0,MOTO-AUTO,LEVE,17.8,1,,12.5,56.0
2020,3,16.0,BICICLETA-SD,LEVE,20.9,0,,6.9,80.0
2022,5,13.0,MOTO-AUTO,LEVE,9.4,0,0.0,13.3,64.0
2020,10,17.0,SD-SD,LEVE,21.4,0,,20.8,69.0
2019,4,17.0,MOTO-AUTO,LEVE,19.7,0,,6.2,59.0
2023,9,7.0,AUTO-AUTO,LEVE,11.5,0,0.0,16.5,69.0
2021,3,18.0,MOTO-AUTO,LEVE,21.2,0,3.2,11.8,87.0
2023,10,10.0,PEATON-AUTO,LEVE,12.8,0,0.0,9.3,75.0
2023,4,0.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,20.3,1,0.0,14.0,72.0
2022,7,0.0,AUTO-OBJETO FIJO,LEVE,18.4,0,4.7,10.0,89.0
2019,9,0.0,TAXI-AUTO,LEVE,13.0,0,,8.7,27.0
2020,2,16.0,SD-AUTO,LEVE,24.0,0,,11.5,58.0
2024,2,0.0,SD-SD,LEVE,24.6,0,0.0,20.7,80.0
2019,5,13.0,MOTO-CAMION,LEVE,20.1,0,,6.6,66.0
2022,8,17.0,MOTO-MOTO,LEVE,16.4,0,0.0,21.6,50.0
2019,12,0.0,MOTO-AUTO,LEVE,19.0,0,,4.8,68.0
2021,10,7.0,MOTO-SD,LEVE,12.4,0,0.0,0.1,96.0
2024,2,17.0,PEATON-TRANSPORTE PUBLICO,LEVE,31.1,1,0.0,10.4,60.0
2019,5,10.0,PEATON-MOVIL,LEVE,15.4,0,,22.9,86.0
2024,11,6.0,MOTO-AUTO,LEVE,15.8,1,0.0,11.8,85.0
2023,6,17.0,PEATON-SD,LEVE,14.4,0,0.0,5.6,53.0
2019,3,8.0,MOTO-AUTO,LEVE,20.2,0,,5.0,92.0
2021,6,7.0,AUTO-SD,LEVE,5.2,1,0.0,2.9,95.0
2021,6,18.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,,1,,,
2024,6,8.0,SD-SD,LEVE,13.6,0,0.6,15.3,88.0
2019,8,13.0,MOTO-AUTO,LEVE,18.6,0,,7.6,76.0
2022,2,18.0,PEATON-TRANSPORTE PUBLICO,LEVE,27.8,0,0.0,15.8,46.0
2020,6,13.0,MOTO-SD,LEVE,15.0,0,,12.3,88.0
2020,6,14.0,TRANSPORTE PUBLICO-SD,LEVE,13.3,0,,2.4,59.0
2023,11,2.0,MOTO-MOTO,LEVE,20.1,0,0.0,10.3,85.0
2019,12,9.0,MOTO-AUTO,LEVE,18.7,0,,11.1,56.0
2024,9,20.0,MOTO-AUTO,LEVE,16.9,0,0.0,16.1,54.0
2022,11,15.0,BICICLETA-AUTO,LEVE,24.9,1,0.0,5.4,51.0
2021,8,16.0,SD-SD,LEVE,14.6,0,0.0,8.8,68.0
2024,6,7.0,BICICLETA-AUTO,LEVE,15.1,0,0.0,5.1,95.0
2022,4,7.0,PEATON-MOTO,LEVE,18.4,0,7.1,4.0,91.0
2023,3,18.0,TAXI-AUTO,LEVE,34.8,0,0.0,12.7,45.0
2024,9,13.0,MOTO-AUTO,LEVE,18.2,1,0.0,13.2,73.0
2019,4,17.0,MOTO-AUTO,LEVE,,0,,,
2024,4,16.0,BICICLETA-AUTO,LEVE,17.4,0,0.0,16.9,47.0
2022,12,19.0,BICICLETA-AUTO,LEVE,26.6,0,0.0,14.8,43.0
2023,1,17.0,MOTO-AUTO,LEVE,28.4,0,0.0,17.4,30.0
2019,3,19.0,MOTO-AUTO,LEVE,26.9,1,,15.4,53.0
2019,11,21.0,MOTO-AUTO,LEVE,25.6,1,,12.8,37.0
2020,10,15.0,SD-SD,LEVE,14.8,0,,14.3,52.0
2024,5,16.0,SD-SD,LEVE,16.0,0,0.0,11.6,42.0
2021,3,8.0,PEATON-TRANSPORTE PUBLICO,LEVE,20.3,0,0.0,16.2,82.0
2023,5,12.0,PEATON-MOTO,LEVE,16.4,0,0.0,12.7,94.0
2019,1,22.0,SD-SD,LEVE,25.7,0,,17.5,64.0
2023,1,23.0,MOTO-AUTO,LEVE,29.1,0,0.0,10.1,28.0
2019,5,21.0,MOTO-AUTO,LEVE,17.0,1,,6.8,51.0
2021,10,11.0,AUTO-AUTO,LEVE,20.8,1,0.0,15.0,80.0
2024,8,21.0,MOTO-AUTO,LEVE,13.9,1,0.0,12.3,57.0
2023,8,16.0,BICICLETA-AUTO,LEVE,14.4,1,0.0,8.8,32.0
2021,4,7.0,PEATON-AUTO,LEVE,11.8,0,0.0,2.1,94.0
2019,12,12.0,MIXTO-CAMION,LEVE,19.6,0,,8.7,62.0
2023,11,13.0,MOTO-AUTO,LEVE,,0,,,
2021,3,20.0,MOTO-SD,LEVE,21.7,0,0.0,10.4,61.0
2023,12,22.0,PEATON-AUTO,LEVE,21.8,0,0.0,4.0,91.0
2019,7,19.0,PEATON-AUTO,GRAVE,19.0,0,,12.6,62.0
2021,7,23.0,MOTO-SD,LEVE,7.6,0,0.0,5.2,83.0
2019,10,20.0,MOTO-AUTO,LEVE,23.0,1,,14.2,66.0
2022,6,12.0,BICICLETA-AUTO,LEVE,5.8,0,0.0,4.6,84.0
2019,10,18.0,PEATON-TAXI,LEVE,15.9,0,,30.9,48.0
2024,6,13.0,SD-SD,LEVE,19.3,0,0.0,9.6,61.0
2021,6,19.0,BICICLETA-AUTO,LEVE,15.6,0,0.0,8.7,68.0
2022,4,14.0,BICICLETA-MOTO,GRAVE,20.2,0,0.0,9.5,78.0
2024,10,14.0,BICICLETA-MOTO,LEVE,25.5,0,0.0,2.3,42.0
2024,2,9.0,MOTO-AUTO,LEVE,23.2,0,0.0,11.9,78.0
2020,10,23.0,MOTO-SD,LEVE,16.9,1,,10.9,48.0
2022,7,12.0,MOTO-AUTO,LEVE,12.1,0,0.8,24.0,95.0
2022,4,20.0,MOTO-AUTO,LEVE,23.8,0,0.0,9.1,58.0
2023,8,18.0,AUTO-AUTO,LEVE,15.5,0,0.0,13.4,25.0
2023,7,12.0,PEATON-SD,LEVE,6.3,0,0.0,4.7,78.0
2019,5,16.0,BICICLETA-MOTO,LEVE,17.6,0,,18.4,87.0
2023,3,16.0,MOTO-AUTO,LEVE,,0,,,
2023,8,12.0,SD-SD,LEVE,14.0,0,0.0,17.1,85.0
2021,9,15.0,SD-SD,LEVE,15.8,0,0.0,12.2,80.0
2020,8,4.0,PEATON-AUTO,MORTAL,14.1,1,,2.6,96.0
2021,8,14.0,SD-SD,LEVE,12.5,1,0.0,8.4,57.0
2019,5,3.0,MOTO-AUTO,LEVE,16.9,0,,22.1,76.0
2024,12,13.0,AUTO-OBJETO FIJO,LEVE,22.0,1,0.0,11.9,64.0
2022,4,14.0,SD-SD,LEVE,,0,,,
2022,12,9.0,TRANSPORTE PUBLICO-AUTO,LEVE,21.6,0,0.0,14.8,71.0
2023,6,19.0,MOTO-AUTO,LEVE,13.4,0,0.0,7.1,60.0
2019,5,19.0,MOTO-AUTO,LEVE,16.4,0,,6.4,63.0
2024,4,9.0,MOTO-AUTO,LEVE,16.8,0,0.0,13.4,76.0
2022,6,9.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,8.1,0,0.0,3.6,97.0
2019,5,17.0,MOTO-AUTO,LEVE,12.7,0,,13.5,71.0
2021,12,8.0,SD-SD,LEVE,,0,,,
2019,5,10.0,MOTO-AUTO,LEVE,10.0,0,,9.3,72.0
2023,3,14.0,MOTO-AUTO,LEVE,24.7,0,0.0,3.6,60.0
2019,4,16.0,MOTO-TAXI,LEVE,16.9,0,,26.5,87.0
2022,4,6.0,MOTO-AUTO,LEVE,,1,,,
2022,4,22.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,13.2,0,0.0,12.6,32.0
2024,12,5.0,AUTO-MULTIPLE,LEVE,16.8,0,0.0,8.4,78.0
2023,7,17.0,PEATON-SD,LEVE,13.7,0,0.0,10.2,73.0
2020,6,13.0,PEATON-AUTO,LEVE,9.3,1,,2.1,75.0
2022,7,13.0,TRANSPORTE PUBLICO-AUTO,LEVE,15.6,0,0.6,12.0,92.0
2019,4,16.0,PEATON-AUTO,LEVE,19.8,0,,14.7,51.0
2023,1,14.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,25.1,0,0.0,13.5,67.0
2019,6,19.0,MOTO-MOTO,LEVE,16.5,0,,12.9,50.0
2019,7,18.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,9.3,0,,14.9,42.0
2024,8,14.0,UTILITARIO-AUTO,LEVE,17.6,0,0.0,9.1,82.0
2022,10,22.0,MOTO-AUTO,LEVE,19.7,0,0.0,8.3,51.0
2023,3,18.0,MOTO-TAXI,LEVE,31.8,0,0.0,11.8,61.0
2019,4,11.0,MIXTO-AUTO,LEVE,18.2,0,,4.8,85.0
2024,12,21.0,SD-SD,LEVE,24.4,0,0.0,21.4,60.0
2023,6,15.0,MOTO-TRANSPORTE PUBLICO,LEVE,13.1,0,0.0,5.2,76.0
2022,5,12.0,MOTO-AUTO,LEVE,14.3,0,0.0,6.6,86.0
2022,9,13.0,PEATON-AUTO,LEVE,14.7,0,0.0,13.4,65.0
2022,5,15.0,MONOPATIN-AUTO,LEVE,12.2,1,0.0,10.6,75.0
2021,12,7.0,AUTO-AUTO,LEVE,20.3,0,0.0,15.6,56.0
2019,5,20.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,23.2,0,,6.2,41.0
2024,7,0.0,PEATON-AUTO,LEVE,6.5,0,0.0,3.5,84.0
2019,7,12.0,MOTO-AUTO,LEVE,13.9,1,,7.9,91.0
2021,4,11.0,SD-SD,LEVE,20.1,0,0.8,3.8,95.0
2020,1,13.0,MOTO-AUTO,LEVE,26.4,1,,8.2,62.0
2023,9,7.0,TRANSPORTE PUBLICO-SD,LEVE,5.7,0,0.0,8.3,73.0
2020,3,11.0,AUTO-UTILITARIO,LEVE,23.2,0,,7.0,76.0
2020,12,5.0,SD-SD,LEVE,22.7,1,,8.4,68.0
2019,2,19.0,MOTO-MOVIL,LEVE,24.3,0,,13.4,50.0
2022,9,18.0,MOTO-TRANSPORTE PUBLICO,MORTAL,15.9,0,0.0,19.8,54.0
2024,1,9.0,MOTO-AUTO,LEVE,18.6,0,0.0,1.2,92.0
2021,6,21.0,MOTO-TRANSPORTE PUBLICO,LEVE,13.6,0,0.2,7.1,97.0
2022,1,0.0,SD-SD,LEVE,23.6,0,0.0,28.5,42.0
2023,10,20.0,MOTO-AUTO,LEVE,16.7,0,0.0,18.5,53.0
2020,6,15.0,MOTO-TRANSPORTE PUBLICO,LEVE,13.3,0,,9.8,88.0
2021,10,16.0,BICICLETA-AUTO,LEVE,14.3,0,0.0,6.2,45.0
2021,6,12.0,SD-AUTO,LEVE,5.5,0,0.0,11.3,89.0
2023,5,18.0,MOTO-AUTO,GRAVE,20.9,0,0.0,9.9,79.0
2022,10,5.0,AUTO-AUTO,LEVE,20.7,1,0.0,9.2,59.0
2024,9,18.0,MOVIL-MULTIPLE,LEVE,21.6,1,0.0,11.8,32.0
2022,5,14.0,MOTO-TRANSPORTE PUBLICO,LEVE,,0,,,
2020,11,13.0,MOTO-AUTO,GRAVE,,0,,,
2024,12,12.0,MOTO-AUTO,LEVE,21.6,0,,12.1,59.0
2024,4,20.0,MOTO-AUTO,LEVE,16.7,0,0.0,18.3,61.0
2019,9,11.0,AUTO-AUTO,LEVE,13.1,0,,20.4,70.0
2022,5,22.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,15.2,1,0.0,1.8,81.0
2019,4,8.0,PEATON-AUTO,LEVE,13.0,0,,9.1,60.0
2021,7,16.0,SD-SD,LEVE,,0,,,
2023,6,7.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,17.7,0,0.0,8.2,83.0
2020,2,0.0,MOTO-TRANSPORTE PUBLICO,LEVE,23.7,0,,5.4,50.0
2024,5,18.0,SD-SD,LEVE,15.5,0,0.0,6.7,74.0
2024,5,12.0,BICICLETA-AUTO,LEVE,17.8,1,0.0,4.8,95.0
2023,3,17.0,PEATON-MOTO,LEVE,21.7,0,0.0,23.7,63.0
2024,5,17.0,PEATON-AUTO,LEVE,17.0,0,0.0,5.1,32.0
2021,9,15.0,SD-SD,LEVE,15.2,0,0.0,25.5,78.0
2020,4,14.0,MOVIL-SD,LEVE,17.8,0,,10.5,54.0
2021,8,17.0,MOTO-TAXI,LEVE,13.8,0,0.0,7.1,33.0
2020,10,13.0,BICICLETA-AUTO,LEVE,16.0,0,,30.5,64.0
2019,5,8.0,CAMION-TAXI,LEVE,10.8,1,,9.7,76.0
2020,1,17.0,SD-SD,LEVE,27.0,0,,5.6,28.0
2021,7,7.0,BICICLETA-TAXI,LEVE,7.7,0,0.0,9.5,92.0
2019,3,17.0,PEATON-AUTO,GRAVE,19.2,0,,11.2,48.0
2024,11,13.0,SD-SD,LEVE,22.1,0,0.8,4.7,90.0
2020,4,14.0,MOTO-UTILITARIO,LEVE,17.2,0,,9.6,62.0
2023,10,11.0,BICICLETA-TAXI,LEVE,15.9,0,0.0,8.4,47.0
2024,6,10.0,SD-SD,LEVE,8.5,0,0.0,16.8,69.0
2023,5,17.0,BICICLETA-AUTO,LEVE,19.6,0,0.0,6.3,61.0
2024,10,19.0,AUTO-OBJETO FIJO,LEVE,,1,,,
2020,1,18.0,TAXI-UTILITARIO,LEVE,30.9,0,,15.7,56.0
2024,12,15.0,MOTO-AUTO,LEVE,23.7,0,0.0,7.7,57.0
2023,3,11.0,MOTO-AUTO,LEVE,24.6,0,0.0,16.4,82.0
2023,12,21.0,PEATON-BICICLETA,GRAVE,18.8,0,0.0,20.9,55.0
2020,2,17.0,MOTO-MOVIL,LEVE,20.4,0,,25.2,41.0
2020,11,10.0,BICICLETA-AUTO,LEVE,17.9,0,,15.2,73.0
2023,10,8.0,MONOPATIN-SD,LEVE,14.1,0,0.0,12.9,75.0
2022,8,16.0,AUTO-OTRO,LEVE,10.6,0,0.0,19.3,43.0
